,train_acc,test_acc
0,0.7618637964148528,0.8903245192307693
1,0.9077504801536491,0.9273838141025641
2,0.9326984635083226,0.9387019230769231
3,0.9434018886043534,0.9480168269230769
4,0.9517645646606914,0.9495192307692307
5,0.9563260243277849,0.9576322115384616
6,0.9584867157490397,0.96484375
7,0.9621078745198464,0.9548277243589743
8,0.9650488156209988,0.9619391025641025
9,0.9674095710627401,0.9625400641025641
10,0.9691101152368758,0.9694511217948718
11,0.9704705505761844,0.9703525641025641
12,0.9728112996158771,0.9703525641025641
13,0.9733514724711908,0.9715544871794872
14,0.9744118117797695,0.9714543269230769
15,0.9754521446862996,0.9686498397435898
16,0.9763724391805377,0.9709535256410257
17,0.9777328745198464,0.9732572115384616
18,0.977052656850192,0.9705528846153846
19,0.9781930217669654,0.9736578525641025
20,0.9789332586427657,0.9732572115384616
21,0.9801536491677336,0.9748597756410257
22,0.9806738156209988,0.9752604166666666
23,0.9807938540332907,0.9758613782051282
24,0.9808138604353394,0.9760616987179487
25,0.9818341869398207,0.9774639423076923
26,0.981934218950064,0.9753605769230769
27,0.9822143085787451,0.9784655448717948
28,0.983274647887324,0.9776642628205128
29,0.9831946222791293,0.9782652243589743
30,0.9837548015364916,0.9769631410256411
31,0.9851152368758003,0.9772636217948718
32,0.9842949743918054,0.977363782051282
33,0.9848751600512163,0.9767628205128205
34,0.9846350832266325,0.9800681089743589
35,0.9851952624839949,0.9806690705128205
36,0.984314980793854,0.9778645833333334
37,0.9852552816901409,0.9784655448717948
38,0.9859354993597952,0.9810697115384616
39,0.9857954545454546,0.9798677884615384
40,0.986175576184379,0.9782652243589743
41,0.9865356914212549,0.9800681089743589
42,0.9863556338028169,0.9786658653846154
43,0.9866557298335468,0.9800681089743589
44,0.9871959026888605,0.9790665064102564
45,0.9872159090909091,0.977363782051282
46,0.9871158770806658,0.9800681089743589
47,0.9870958706786171,0.9794671474358975
48,0.987455985915493,0.98046875
49,0.9874759923175416,0.9777644230769231
50,0.989256562099872,0.9834735576923077
51,0.9906770166453265,0.9837740384615384
52,0.9903969270166453,0.9831730769230769
53,0.990937099871959,0.9836738782051282
54,0.9902568822023048,0.9834735576923077
55,0.9912772087067862,0.984375
56,0.9905369718309859,0.9834735576923077
57,0.9919574263764405,0.9853766025641025
58,0.9908570742637645,0.9842748397435898
59,0.9918573943661971,0.9852764423076923
60,0.9913372279129321,0.985176282051282
61,0.9912972151088348,0.984375
62,0.9910171254801536,0.984375
63,0.991457266325224,0.9854767628205128
64,0.9911371638924455,0.9840745192307693
65,0.9921174775928298,0.9847756410256411
66,0.991457266325224,0.9848758012820513
67,0.9918173815620999,0.9856770833333334
68,0.9917973751600512,0.983573717948718
69,0.9912171895006402,0.9855769230769231
70,0.9914372599231754,0.9849759615384616
71,0.9919174135723432,0.984375
72,0.9912772087067862,0.9837740384615384
73,0.9916773367477593,0.9854767628205128
74,0.9917573623559539,0.9849759615384616
75,0.9915572983354674,0.9852764423076923
76,0.9923175416133163,0.9845753205128205
77,0.9916173175416133,0.9856770833333334
78,0.9921174775928298,0.9861778846153846
79,0.992797695262484,0.9855769230769231
80,0.9916773367477593,0.9836738782051282
81,0.9920974711907811,0.985176282051282
82,0.9919974391805377,0.9852764423076923
83,0.9914772727272727,0.985176282051282
84,0.9923775608194623,0.9840745192307693
85,0.9926176376440461,0.9845753205128205
86,0.9918573943661971,0.9855769230769231
87,0.9915372919334187,0.9854767628205128
88,0.9921774967989757,0.9838741987179487
89,0.9918373879641486,0.9864783653846154
90,0.9926376440460948,0.9842748397435898
91,0.9920774647887324,0.9850761217948718
92,0.9924375800256082,0.9847756410256411
93,0.9920974711907811,0.9864783653846154
94,0.9923975672215108,0.9844751602564102
95,0.9922775288092189,0.9853766025641025
96,0.9922375160051217,0.987479967948718
97,0.9924375800256082,0.9853766025641025
98,0.9922775288092189,0.9862780448717948
99,0.9928377080665813,0.9840745192307693
