,train_acc,test_acc
0,0.7731674135723432,0.9628405448717948
1,0.9678497119078106,0.9705528846153846
2,0.9769326184379001,0.98046875
3,0.980773847631242,0.9813701923076923
4,0.9832546414852753,0.9829727564102564
5,0.9859555057618438,0.9852764423076923
6,0.986695742637644,0.9832732371794872
7,0.9883362676056338,0.9861778846153846
8,0.9892365556978233,0.9863782051282052
9,0.9898967669654289,0.9866786858974359
10,0.9902568822023048,0.9873798076923077
11,0.9907370358514724,0.9864783653846154
12,0.9900368117797695,0.9856770833333334
13,0.9922775288092189,0.9873798076923077
14,0.9920974711907811,0.9871794871794872
15,0.9919774327784892,0.9870793269230769
16,0.9919374199743918,0.9864783653846154
17,0.9927776888604354,0.9870793269230769
18,0.9938380281690141,0.9894831730769231
19,0.9933978873239436,0.98828125
20,0.9936179577464789,0.9892828525641025
21,0.993377880921895,0.9897836538461539
22,0.9935579385403329,0.9876802884615384
23,0.9937179897567221,0.9892828525641025
24,0.9939780729833547,0.9893830128205128
25,0.9942381562099872,0.9902844551282052
26,0.9935579385403329,0.9884815705128205
27,0.9941781370038413,0.9907852564102564
28,0.9951584507042254,0.989082532051282
29,0.9941381241997439,0.9894831730769231
30,0.9947983354673495,0.9894831730769231
31,0.9945182458386683,0.9888822115384616
32,0.9943982074263764,0.989082532051282
33,0.9944582266325224,0.9892828525641025
34,0.9947983354673495,0.9902844551282052
35,0.9950984314980794,0.9904847756410257
36,0.9948783610755442,0.9891826923076923
37,0.9945782650448144,0.9895833333333334
38,0.9944382202304738,0.9905849358974359
39,0.9957386363636364,0.9904847756410257
40,0.9949783930857875,0.9908854166666666
41,0.9954185339308579,0.9906850961538461
42,0.9954585467349552,0.9893830128205128
43,0.9951784571062741,0.9892828525641025
44,0.9955585787451985,0.9899839743589743
45,0.9956786171574904,0.9911858974358975
46,0.9955185659411011,0.9915865384615384
47,0.9954185339308579,0.9911858974358975
48,0.9955785851472471,0.9915865384615384
49,0.9960187259923176,0.9901842948717948
50,0.9964788732394366,0.9915865384615384
51,0.9967189500640204,0.9914863782051282
52,0.9972191101152369,0.9915865384615384
53,0.9967389564660691,0.9912860576923077
54,0.9970790653008963,0.991386217948718
55,0.9971991037131882,0.992988782051282
56,0.996858994878361,0.9921875
57,0.9973591549295775,0.992988782051282
58,0.9972991357234315,0.9937900641025641
59,0.9972791293213829,0.992988782051282
60,0.9973991677336748,0.9928886217948718
61,0.9974191741357235,0.9917868589743589
62,0.9973791613316261,0.9923878205128205
63,0.9973991677336748,0.9911858974358975
64,0.9978393085787451,0.9933894230769231
65,0.9977392765685019,0.9922876602564102
66,0.9971991037131882,0.9927884615384616
67,0.9976992637644047,0.9935897435897436
68,0.9975192061459667,0.9930889423076923
69,0.997559218950064,0.9922876602564102
70,0.9977592829705506,0.9927884615384616
71,0.997559218950064,0.9930889423076923
72,0.9977992957746479,0.9941907051282052
73,0.9975192061459667,0.9932892628205128
74,0.9975992317541613,0.9919871794871795
75,0.9981193982074263,0.9922876602564102
76,0.9974191741357235,0.9924879807692307
77,0.9977992957746479,0.9928886217948718
78,0.9979993597951344,0.9932892628205128
79,0.9978593149807938,0.9933894230769231
80,0.9979393405889885,0.9926883012820513
81,0.997559218950064,0.9926883012820513
82,0.9975792253521126,0.9931891025641025
83,0.9977192701664532,0.9941907051282052
84,0.9979393405889885,0.9937900641025641
85,0.9980793854033291,0.9938902243589743
86,0.9975192061459667,0.9933894230769231
87,0.9977792893725992,0.9924879807692307
88,0.9975192061459667,0.9931891025641025
89,0.9978593149807938,0.9926883012820513
90,0.9976992637644047,0.9933894230769231
91,0.9977192701664532,0.9937900641025641
92,0.9979593469910372,0.9928886217948718
93,0.9978993277848912,0.9947916666666666
94,0.9980193661971831,0.9935897435897436
95,0.9979193341869398,0.9924879807692307
96,0.9980193661971831,0.9931891025641025
97,0.9982194302176697,0.9923878205128205
98,0.9978993277848912,0.9934895833333334
99,0.9978593149807938,0.9925881410256411
