,train_acc,test_acc
0,0.6955425736235595,0.8472556089743589
1,0.8694182138284251,0.8911258012820513
2,0.9025288092189501,0.9162660256410257
3,0.9189540653008963,0.930488782051282
4,0.9308578745198464,0.9364983974358975
5,0.9361995838668374,0.9438100961538461
6,0.9449423815620999,0.9494190705128205
7,0.950224071702945,0.9506209935897436
8,0.9531450064020487,0.9547275641025641
9,0.9544654289372599,0.9566306089743589
10,0.9588668373879642,0.9569310897435898
11,0.9605873879641486,0.9610376602564102
12,0.9640685019206146,0.9636418269230769
13,0.9645886683738797,0.9674479166666666
14,0.9655889884763125,0.9630408653846154
15,0.9686299615877081,0.9670472756410257
16,0.9686299615877081,0.9644431089743589
17,0.9710907490396927,0.9663461538461539
18,0.9709707106274008,0.9701522435897436
19,0.971891005121639,0.9715544871794872
20,0.9728313060179258,0.9707532051282052
21,0.9738316261203586,0.9723557692307693
22,0.9749519846350833,0.973457532051282
23,0.9760323303457106,0.9719551282051282
24,0.977112676056338,0.97265625
25,0.9763924455825864,0.9709535256410257
26,0.9778329065300896,0.9746594551282052
27,0.9782930537772087,0.9731570512820513
28,0.9789532650448144,0.9701522435897436
29,0.9786531690140845,0.9719551282051282
30,0.9804337387964148,0.9764623397435898
31,0.9802736875800256,0.9767628205128205
32,0.9802336747759283,0.9717548076923077
33,0.9798735595390525,0.9763621794871795
34,0.9809338988476313,0.9746594551282052
35,0.981414052496799,0.9732572115384616
36,0.9811139564660691,0.977363782051282
37,0.9815140845070423,0.9780649038461539
38,0.9827544814340589,0.9756610576923077
39,0.9834947183098591,0.9763621794871795
40,0.982574423815621,0.9781650641025641
41,0.9834547055057619,0.9758613782051282
42,0.9841349231754162,0.9764623397435898
43,0.9842949743918054,0.9784655448717948
44,0.983614756722151,0.9781650641025641
45,0.9834947183098591,0.9779647435897436
46,0.9840548975672215,0.9784655448717948
47,0.9849151728553137,0.9755608974358975
48,0.9852152688860435,0.9815705128205128
49,0.9849351792573624,0.9817708333333334
50,0.9877360755441741,0.9807692307692307
51,0.9886563700384123,0.9813701923076923
52,0.9883162612035852,0.9803685897435898
53,0.9881362035851472,0.981270032051282
54,0.9877360755441741,0.9828725961538461
55,0.9883762804097311,0.9825721153846154
56,0.9884563060179258,0.9818709935897436
57,0.9892965749039693,0.9821714743589743
58,0.9894566261203586,0.9819711538461539
59,0.9888364276568502,0.9815705128205128
60,0.9895566581306018,0.9836738782051282
61,0.9897367157490397,0.9831730769230769
62,0.9894166133162612,0.9828725961538461
63,0.9894166133162612,0.9826722756410257
64,0.989596670934699,0.9839743589743589
65,0.9892765685019206,0.9821714743589743
66,0.9895566581306018,0.9831730769230769
67,0.9896766965428937,0.9833733974358975
68,0.9894966389244558,0.9832732371794872
69,0.9889764724711908,0.9819711538461539
70,0.9887564020486556,0.9831730769230769
71,0.9894366197183099,0.9831730769230769
72,0.9895166453265045,0.9836738782051282
73,0.9894966389244558,0.9820713141025641
74,0.9905969910371318,0.9831730769230769
75,0.9900768245838668,0.983573717948718
76,0.9901368437900128,0.9828725961538461
77,0.9898567541613317,0.9830729166666666
78,0.9899767925736236,0.9836738782051282
79,0.9905969910371318,0.9826722756410257
80,0.9896166773367477,0.9821714743589743
81,0.9898167413572343,0.9828725961538461
82,0.989256562099872,0.9831730769230769
83,0.9900368117797695,0.9811698717948718
84,0.9898967669654289,0.9839743589743589
85,0.9901968629961587,0.9840745192307693
86,0.9896166773367477,0.9820713141025641
87,0.9902768886043534,0.9820713141025641
88,0.9901368437900128,0.983573717948718
89,0.9897167093469911,0.984375
90,0.9896366837387964,0.9836738782051282
91,0.9898567541613317,0.9832732371794872
92,0.9902768886043534,0.9844751602564102
93,0.9895566581306018,0.9848758012820513
94,0.9900568181818182,0.9845753205128205
95,0.9902568822023048,0.9831730769230769
96,0.9902768886043534,0.9824719551282052
97,0.9904569462227913,0.9810697115384616
98,0.9900368117797695,0.9838741987179487
99,0.9911571702944942,0.9836738782051282
