,train_acc,test_acc
0,0.08189655172413793,0.0859375
1,0.08189655172413793,0.0859375
2,0.08189655172413793,0.0859375
3,0.08189655172413793,0.0859375
4,0.08189655172413793,0.0859375
5,0.08189655172413793,0.0859375
6,0.08189655172413793,0.0859375
7,0.08189655172413793,0.0859375
8,0.08189655172413793,0.0859375
9,0.08189655172413793,0.0859375
10,0.08189655172413793,0.0859375
11,0.08189655172413793,0.0859375
12,0.09590517241379311,0.21875
13,0.21443965517241378,0.2265625
14,0.3168103448275862,0.34375
15,0.3954741379310345,0.421875
16,0.47413793103448276,0.484375
17,0.5506465517241379,0.546875
18,0.5959051724137931,0.53125
19,0.6185344827586207,0.5234375
20,0.6573275862068966,0.6015625
21,0.677801724137931,0.609375
22,0.7058189655172413,0.5859375
23,0.7068965517241379,0.640625
24,0.7435344827586207,0.625
25,0.7629310344827587,0.6171875
26,0.7543103448275862,0.6328125
27,0.7769396551724138,0.6484375
28,0.8060344827586207,0.6328125
29,0.8103448275862069,0.671875
30,0.8459051724137931,0.625
31,0.8426724137931034,0.671875
32,0.8512931034482759,0.671875
33,0.8577586206896551,0.6796875
34,0.8825431034482759,0.671875
35,0.8771551724137931,0.6875
36,0.8803879310344828,0.6640625
37,0.8706896551724138,0.703125
38,0.8943965517241379,0.703125
39,0.8954741379310345,0.6953125
40,0.9051724137931034,0.703125
41,0.9040948275862069,0.7265625
42,0.9019396551724138,0.7109375
43,0.9191810344827587,0.7109375
44,0.9224137931034483,0.71875
45,0.9375,0.6953125
46,0.9331896551724138,0.7265625
47,0.9450431034482759,0.703125
48,0.9321120689655172,0.6796875
49,0.9418103448275862,0.71875
50,0.9504310344827587,0.71875
51,0.9644396551724138,0.7265625
52,0.9612068965517241,0.734375
53,0.959051724137931,0.71875
54,0.9665948275862069,0.7421875
55,0.9644396551724138,0.734375
56,0.9568965517241379,0.7265625
57,0.9676724137931034,0.7109375
58,0.9676724137931034,0.7109375
59,0.9622844827586207,0.7109375
60,0.9568965517241379,0.71875
61,0.9633620689655172,0.6953125
62,0.9612068965517241,0.7109375
63,0.9633620689655172,0.7265625
64,0.959051724137931,0.703125
65,0.9633620689655172,0.71875
66,0.9622844827586207,0.7109375
67,0.9579741379310345,0.7421875
68,0.9633620689655172,0.7578125
69,0.9709051724137931,0.7265625
70,0.959051724137931,0.7421875
71,0.9676724137931034,0.734375
72,0.9655172413793104,0.7265625
73,0.9655172413793104,0.7421875
74,0.9601293103448276,0.7265625
75,0.9730603448275862,0.7265625
76,0.9709051724137931,0.7265625
77,0.96875,0.7265625
78,0.959051724137931,0.7265625
79,0.9655172413793104,0.71875
80,0.9698275862068966,0.703125
81,0.9633620689655172,0.71875
82,0.9719827586206896,0.7265625
83,0.9622844827586207,0.7265625
84,0.9655172413793104,0.7109375
85,0.9655172413793104,0.71875
86,0.96875,0.7109375
87,0.9633620689655172,0.7265625
88,0.9709051724137931,0.7265625
89,0.9741379310344828,0.71875
90,0.9633620689655172,0.7265625
91,0.96875,0.7265625
92,0.9665948275862069,0.7109375
93,0.9655172413793104,0.7265625
94,0.9719827586206896,0.7265625
95,0.9633620689655172,0.7265625
96,0.96875,0.7265625
97,0.9676724137931034,0.7109375
98,0.9709051724137931,0.71875
99,0.978448275862069,0.7109375
